TaskID,DealName,DateFrom,DateTo,IsActive,AllowCoupons,SingleUse,CouponCodes,CustomerGroup,CustomerName,CustomerTagName,DiscountName,EntireOrder,BrandName,CategoryName,CommaDelimitedTags,ProductSKU,BuyX,BuyOrMore,BuyXValue,BuyAmount,GetX,GetXValue,GetAmount
"364d7c22-7eb7-410b-af72-e3bde79f4c15","Sale: Monthly_January_2026",20251224,20260131,"True","False","False","","All customers","","","Discount 15%","False","","","","ADG68596,APR10048,APR11829,APR15412,APR15715,APR15912,APR36651,APR43415,APR44112,APR44212,APR44308,APR45401,APR47003,APR47412,APR47512,APR48208,APR53132,APR95557,AS93170,CHI63061,CHI66951,CHI72885,CHI72887,CHI72889,CHI72891,CHI72893,CHI73138,CHI74387,CHI85320,CHI85322,CHI85346,CHI85350,CHI86770,CHI86774,EBI03725,EBI03726,EBI03727,EBI68209,EBI68603,GPR01257,MOR00618,MOR26540,MOR73076,MOR73125,ORS21021,VIG47101,VIG47102,VIG47103,VIG47104","","False","","","","","",""
"364d7c22-7eb7-410b-af72-e3bde79f4c15","Sale: Monthly_January_2026",20251224,20260131,"True","False","False","","All customers","","","Discount 30%","False","","","","AS93121,AS93122,AS93123,AS93124,AS93166,AS93172,AS93173,AS93174,AS93175,AS93232,AS93234,AS93235","","False","","","","","",""
"364d7c22-7eb7-410b-af72-e3bde79f4c15","Sale: Monthly_January_2026",20251224,20260131,"True","False","False","","All customers","","","Discount 10%","False","","","","AJA66008,LOT18305,LOT44839,MOR26546,MOR26547,MOR26549,MOR73072,MOR73075,MOR73081,MOR73102","","False","","","","","",""
"4711f1ad-bf83-4767-bf3f-cb80cb843a62","Sale: Monthly_July_2026",20260701,20260731,"True","False","False","","All customers","","","Discount 50%","False","","","","ASH60447,ASH60448,ASH60449,ASH60450,ASH60451,ASH60452,ASH60453,ASH60454,ASH60455,ASH60456,ASH60457,ASH60458,ASH60459,ASH60460,ASH60461,ASH60462,ASH60463,ASH60464,ASH60465,ASH60466,ASH60467,ASH60468,ASH60469,ASH60470,ASH60471,ASH60472,ASH60473,ASH60474,ASH60475,ASH60476,ASH60477,ASH60478,ASH60479,ASH60480,ASH60481,ASH60482,ASH60483,ASH60484,ASH60485,ASH60486,ASH60487,ASH60488,ASH60489,ASH60490,ASH60491,ASH60492,ASH60493,ASH60494,ASH60495,ASH60496,ASH60497,ASH60498,ASH60499,ASH60500,ASH60501,ASH60502,ASH60503,ASH60504,ASH60505,ASH60506,ASH60507,ASH60508,ASH60509,ASH60510,ASH60511,ASH60512,ASH60513,ASH60514,ASH60515,ASH60516,ASH60517,ASH60518,ASSH60368,ASSH60369,ASSH60370,ASSH60371,ASSH60372,ASSH60373,ASSH60374,ASSH60375,ASSH60376,ASSH60377,ASSH60378,ASSH60379,ASSH60380","","False","","","","","",""
"4711f1ad-bf83-4767-bf3f-cb80cb843a62","Sale: Monthly_July_2026",20260701,20260731,"True","False","False","","All customers","","","Discount 20%","False","","","","COS45107,COS45205,COS45235,COS45463,COS45528,COS47024,COS47030,FNC51056,FNC51057,FNC51058,FNC51064,FNC51065,FNC51066,FNC51067,FNC51068,FNC51070,FNC51071,FNC51072,FNC51074,FNC51075,FNC51076,FNC51077,FNC51079,FNC51080,LLC28158,LLC28166,ONO00002,ONO00004,ONO00008,ONO00011,ONO00017,ONO00159","","False","","","","","",""
"4711f1ad-bf83-4767-bf3f-cb80cb843a62","Sale: Monthly_July_2026",20260701,20260731,"True","False","False","","All customers","","","Discount 15%","False","","","","BNB00205,BNB00302,BNB00303,BNB00305,BNB00315,BNB01618,ETU02150,ETU02293,ETU02294,ETU02295,ETU69884,FAT81720,FAT81771,FAT81773,IMF93091,ONO00021,ONO00023,ONO00024,ONO00025,ONO00026,ONO00027,ONO00028,ONO00029,ONO00030,ONO00031,ONO00032,ONO00033,ONO00034,ONO00035,ONO00036,ONO00039,ONO00040,ONO00041,ONO00044,ONO00045,ONO00046,ONO00047,ONO00050,ONO00051,ONO00053,ONO00054,ONO00055,ONO00056,ONO00057,ONO00060,ONO00061,ONO00062,ONO00063,ONO00064,ONO00065,ONO00068,ONO00069,ONO00073,ONO00074,ONO00093,ONO00094,ONO00095,ONO00096,ONO00097,ONO00102,ONO00128,ONO00130,ONO00131,ONO00132,ONO00154,ONO00155,ONO00156,ONO00157,ONO00158,ONO00184,TIR13118,TIR13425,TIR13433,TIR69961","","False","","","","","",""
"4711f1ad-bf83-4767-bf3f-cb80cb843a62","Sale: Monthly_July_2026",20260701,20260731,"True","False","False","","All customers","","","Discount 30%","False","","","","BOR01041,BOR01043,BOR01044,BOR01047,BOR01051,BOR01060,BOR01068,BOR01069,BOR01072,BOR01076,BOR01077,BOR01078,BOR01079,BOR01081,BOR01084,BOR01102,BOR01110,BOR80038,TIR13201,TIR69109","","False","","","","","",""
"4711f1ad-bf83-4767-bf3f-cb80cb843a62","Sale: Monthly_July_2026",20260701,20260731,"True","False","False","","All customers","","","Discount 10%","False","","","","CAN94243,CAN94245,CAN94374,CAN94375,CAN94376,CAN94377,CAN94378,CAN94379,CAN94406,COS45465,PAL01815,PAL02300,PAL03245,PAL04165,PAL04170,PAL04189,PAL04555,PAL05008,PAL05165,PAL05180","","False","","","","","",""
"4711f1ad-bf83-4767-bf3f-cb80cb843a62","Sale: Monthly_July_2026",20260701,20260731,"True","False","False","","All customers","","","Discount 12%","False","","","","AQU12576,AQU12585,AQU12587,AQU12599,AQU12602,AQU12607,AQU12610,AQU12614,AQU12615,AQU12645,AQU12652,AQU12653,AQU12654,AQU12655,AQU12672,AQU12673,AQU12702","","False","","","","","",""
"4711f1ad-bf83-4767-bf3f-cb80cb843a62","Sale: Monthly_July_2026",20260701,20260731,"True","False","False","","All customers","","","Discount 25%","False","","","","AS91750,AS91751,AS91753,AS91755,AS91756,AS91757,AS91758,AS91759,AS91761,AS91766,AS91767,AS91769,AS91770,AS91772,AS91773,AS91774,AS91775,AS91776,AS91784,AS91785,AS91787,AS91788,AS91790,AS91791,AS92080,AS92081,AS92082,AS92083,AS92084,AS92085,AS92086,AS92087,AS92088,AS92089,AS92097,AS92098,AS92099,AS92100,AS92101,AS92102,AS92103,AS92104,AS92105,AS92106,AS92107,AS92108,AS92881,AS92882,AS93112,AS93114,AS93125,AS93126,AS93130,AS93131,AS93132,AS93133,AS93134,AS93226,AS93227,AS93254,AS93255,AS93257,AS93258,AS93260,AS93261,AS93262,AS93263,CON00154,CON00155,CON00156,CON00157,CON46501,CON46502,CON46503,CON46504,RSK03138,RSK05151,RSK05152,RSK05153,RSK05154,RSK05156,RSK05157,RSK05158,RSK05166,RSK53280,RSK53281,RSK53283,RSK53332,RSK53333,RSK53336,RSK53338,RSK53340,RSK53342","","False","","","","","",""
"5e951fb2-04f7-41ec-8700-d49e559a84b7","Sale: Monthly_June_2026",20260601,20260630,"True","False","False","","All customers","","","Discount 12%","False","","","","BBE01223,BBE01453,BBE02531,BBE09276,BBE09277,BBE14000,BBE14600,BBE16400,BBE65893,BBE66076,BBE66077,BBE66202,BBE89230,BBE89232,BBE89469,BBE89471,BBE89472,BBE89473,BBE89775,BBE90096,BBE90681,BBE90844,BBE91067,GIG03600,WTA00219,WTA00220,WTA00286,WTA00299,WTA02055,WTA02056,WTA90030,WTA90034,WTA90036,WTA91474,WTA91530,WTA91536","","False","","","","","",""
"5e951fb2-04f7-41ec-8700-d49e559a84b7","Sale: Monthly_June_2026",20260601,20260630,"True","False","False","","All customers","","","Discount 20%","False","","","","AS93173,DES00330,DES00334,DES00335,DES00338,DES00389,DES00414,DES00420,DES00429,DES00437,DES00547,DES00564,DES00608,DES00887,DES00902,DES00903,DES00904,DES00905,DES00947,DES00948,DES00951,DES00956,GIG02600,GIG03300,GIG03450,GIG03650,GIG07210,GIG08800,GIG08930,GIG08990,RESH00301,RESH00331,RESH00701,RESH00707,RESH00715,RESH00716,RESH00717,RESH00718,RESH00719,RESH00720,RESH00721,RESH00722,RESH00723,RESH00763,RESH00766,RESH00767,RESH00769,RESH00770","","False","","","","","",""
"5e951fb2-04f7-41ec-8700-d49e559a84b7","Sale: Monthly_June_2026",20260601,20260630,"True","False","False","","All customers","","","Discount 30%","False","","","","AS92080,AS92081,AS92082,AS92084,AS92085,AS92086,AS93121,AS93122,AS93123,AS93124,AS93137,AS93138,AS93139,AS93140,AS93141,AS93142,AS93143,AS93144,AS93145,AS93147,AS93148,AS93149,AS93150,AS93151,AS93152,AS93153,AS93154,AS93155,AS93164,AS93165,AS93166,AS93167,AS93168,AS93172,AS93174,AS93175,AS93193,AS93194,AS93195,AS93196,AS93197,AS93198,AS93199,AS93201,AS93202,AS93203,AS93204,AS93205,AS93206,AS93207,AS93209,AS93210,AS93212,AS93213,AS93214,AS93217,AS93218,AS93220,AS93221,AS93222,AS93223,AS93224,AS93225,AS93226,AS93227,AS93229,AS93230,AS93232,AS93234,AS93235,AS93240,AS93241,AS93242,AS93243,AS93244,AS93245,AS93246,AS93247,AS93248,AS93249,AS93250","","False","","","","","",""
"5e951fb2-04f7-41ec-8700-d49e559a84b7","Sale: Monthly_June_2026",20260601,20260630,"True","False","False","","All customers","","","Discount 15%","False","","","","AIA02511,AIA03501,AIA03502,AIA03503,AIA03504,AIA03505,AIA03508,AIA03530,AIA03531,AIA03532,AIA03533,AIA03534,AIA04591,AIA04592,AIA04593,AIA04594,AIA04595,AIA06029,BNAT15141,BNAT15142,BNAT15146,BNAT15147,BNAT15148,BNAT15150,BNAT29214,BNAT29215,BNAT29217,BNAT63108,BNAT63109,BNAT63112,BNAT63114,BNAT63171,BNAT63173,BNAT63174,BNAT63178,BNAT63179,BNAT63184,BNAT63185,BNAT63186,BNAT63187,BNAT69187,BNAT90103,BNAT90105,BNAT95466,EBW00371,EBW00374,EBW00400,EBW00401,EBW00402,EBW00403,EBW00404,EBW00405,EBW00406,HSI02535,HSI03047,HSI03060,HSI03061,HSI08331,HSI08332,HSI08333,HSI08334,HSI08335,HSI08337,HSI08338,HSI08342,HSI08880,HSI08881,HSI08882,HSI08884,HSI08885,HSI20011,HSI20024,LOT08399,LOT08401,LOT13008,LOT13016,LOT13032,LOT19903,LOT43558,LOT44839,LOT47463,LOT63108,MOR00618,MOR24569,MOR24570,MOR24571,MOR24572,MOR24574,MOR26545,MOR26572,MOR58214,MOR58217,MOR58219,MOR58220,MOR73087,MOR73088,MOR73089,MOR73090,MOR73091","","False","","","","","",""
"b8f74141-b22c-488c-823e-74f4296e227e","Sale: Monthly_March_2026",20260301,20260331,"True","False","False","","All customers","","","Discount 10%","False","","","","BBE00121,BBE00122,BBE01221,BBE01223,BBE01451,BBE01453,BBE01596,BBE01678,BBE02501,BBE02531,BBE09276,BBE09277,BBE13000,BBE14000,BBE14600,BBE14800,BBE15700,BBE16400,BBE37099,BBE37399,BBE37499,BBE40399,BBE64880,BBE65893,BBE66076,BBE66077,BBE66202,BBE89222,BBE89228,BBE89230,BBE89232,BBE89469,BBE89471,BBE89472,BBE89473,BBE89775,BBE90094,BBE90096,BBE90679,BBE90681,BBE90844,BBE91067,BGU00411,BGU00412,BGU00413,BGU00415,BGU00422,BGU00430,BGU00456,BGU00467,BGU00479,BGU00486,BGU00487,BGU00490,CLO01005,CLO01007,CLO01161,CLO01397,CLO01602,CLO01603,CLO01608,CLO01609,CLO01698,CLO01725,CLO55793,CLO55852,CLU27995,CLU27996,CLU28003,CON18013,CON18014","","False","","","","","",""
"b8f74141-b22c-488c-823e-74f4296e227e","Sale: Monthly_March_2026",20260301,20260331,"True","False","False","","All customers","","","Discount 15%","False","","","","ABE16204,ABE22812,ABE24815,ABE24906,ABE25012,ABE25608,ABE50408,ABE52515,ABE52612,ABE52708,ABE53416,ABE53706,ABE54115,ABE54506,ABE55504,ABE55704,ABE55716,ABE55808,ABE55908,ABE56004,ABE56407,ABE56515,ABE56712,ABE56912,AJA65612,AJA65715,AJA65815,AJA66008,AJA66104,AJA66612,AJA66715,AJA66815,AJA66908,AJA67008,AJA67115,AJA67202,AJA67412,AJA67515,AJA67612,AJA69203,AJA69215,AJA69603,AJA69615,EBI03065,EBI03066,EBI03067,EBI03068,EBI03069,EBI03070,EBI03071,EBI03072,EBI03073,EBI03489,EBI03490,EBI03491,EBI03492,EBI03495,EBI03496,EBI03498,EBI03500,EBI03502,EBI03504,EBI03557,EBI03558,EBI03572,EBI03703,EBI03704,EBI03992,EBI03993,EBI03994,EBI68057,EBI68058,EBI68059,EBI68060,EBI68061,EBI68062,EBI68063,EBI68064,EBI68129,EBI68130,EBI68131,EBI68132,EBI68133,EBI68134,EBI68135,EBI68136,EBI68137,EBI68138,EBI68139,EBI68140,EBI68243,EBI68244,EBI68245,EBI68246,EBI68247,EBI68248,EBI68249,EBI68250,EBI68251,EBI68252,EBI68253,EBI68254,EBI68338,EBI68339,EBI68340,EBI68341,EBI68342,EBI68343,EBI68344,EBI68345,EBI68393,EBI68394,EBI68395,EBI68396,EBI68397,EBI68398,EBI68399,EBI68400,EBI68401,EBI68402,EBI68403,EBI68404,EBI68461,EBI68462,EBI68463,EBI68464,EBI68465,EBI68466,EBI68467,EBI68468,EBI68469,EBI68470,EBI68471,EBI68472,EBI68634,EBI68635,EBI68636,EBI68637,EBI68638,EBI68639,EBI68640,EBI68641,EBI68642,EBI68643,EBI68644,EBI68645,ONO00001,ONO00002,ONO00003,ONO00004,ONO00005,ONO00006,ONO00007,ONO00008,ONO00012,ONO00016,ONO00017,ONO00021,ONO00022,ONO00023,ONO00024,ONO00025,ONO00026,ONO00027,ONO00028,ONO00029,ONO00030,ONO00031,ONO00032,ONO00033,ONO00034,ONO00035,ONO00036,ONO00039,ONO00040,ONO00041,ONO00044,ONO00045,ONO00046,ONO00047,ONO00050,ONO00051,ONO00053,ONO00054,ONO00055,ONO00056,ONO00057,ONO00060,ONO00061,ONO00062,ONO00063,ONO00064,ONO00065,ONO00068,ONO00069,ONO00073,ONO00128,ONO00130,ONO00131,ONO00132,ONO00137,ONO00138,ONO00139,ONO00140,ONO00154,ONO00155,ONO00156,ONO00157,ONO00158,ONO00159,TIL13452,TIL13454,TIL13456,UJI00301,UJI00302,UJI00304,UJI00312,UJI00831","","False","","","","","",""
"b8f74141-b22c-488c-823e-74f4296e227e","Sale: Monthly_March_2026",20260301,20260331,"True","False","False","","All customers","","","Discount 20%","False","","","","GPR00397,GPR00398,GPR00987,GPR00989,GPR01049,GPR01050,GPR01149,RON01640,RON01687,RON02362,RON02363,RON02495,RON02496,RON02560,RSK53280,RSK53281,RSK53283,RSK53284,RSK53332,RSK53333,RSK53336,RSK53338,RSK53340,RSK53342","","False","","","","","",""
"11a680f7-474c-4b78-a0e7-3913745535ca","Sale: Monthly_May_2026",20260501,20260531,"True","False","False","","All customers","","","Discount 10%","False","","","","FAN01001,FAN01008,FAN03010,FAN03014,FAN03015,FAN03020,FAN03021,FAN03024,FAN04300,FAN04301,FAN04302","","False","","","","","",""
"11a680f7-474c-4b78-a0e7-3913745535ca","Sale: Monthly_May_2026",20260501,20260531,"True","False","False","","All customers","","","Discount 12%","False","","","","APH10085,APH10100,APH13106,APH13110,APH13111,APH13115,APH13116,APH13117,APH13146,APH13147,APH13148,APH13400,APH13410,APH13500,APH13510,APH13511,APH13517,APH13540,APH13541,APH13542","","False","","","","","",""
"11a680f7-474c-4b78-a0e7-3913745535ca","Sale: Monthly_May_2026",20260501,20260531,"True","False","False","","All customers","","","Discount 25%","False","","","","AS91750,AS91751,AS91753,AS91755,AS91756,AS91757,AS91758,AS91759,AS91761,AS91766,AS91767,AS91769,AS91770,AS91772,AS91773,AS91774,AS91775,AS91776,AS91784,AS91785,AS91787,AS91788,AS91790,AS91791,AS92080,AS92081,AS92082,AS92083,AS92084,AS92085,AS92086,AS92087,AS92088,AS92089,AS92097,AS92098,AS92099,AS92100,AS92101,AS92102,AS92103,AS92104,AS92105,AS92106,AS92107,AS92108,AS92881,AS92882,AS93112,AS93114,AS93125,AS93126,AS93130,AS93131,AS93132,AS93133,AS93134,AS93226,AS93227,AS93254,AS93255,AS93257,AS93258,AS93260,AS93261,AS93262,AS93263,BTO93286,BTO93287,BTO93288,BTO93289,BTO93290,BTO93291,BTO93292,BTO93293,MAR53408,MAR55055GLD,MAR55055RED,MAR55060GLD,MAR55060GRN,MAR55065BLK,MAR55065RED,SPO50750GRN,SPO50750RED,SPO50754BLK,SPO50754GLD,SPO50754SVR","","False","","","","","",""
"11a680f7-474c-4b78-a0e7-3913745535ca","Sale: Monthly_May_2026",20260501,20260531,"True","False","False","","All customers","","","Discount 20%","False","","","","ADC96500,ADC96501,ADC96503,ADC96505,ADC96506,ADC96507,ADC96508,ADC96509,ADC96510","","False","","","","","",""
"11a680f7-474c-4b78-a0e7-3913745535ca","Sale: Monthly_May_2026",20260501,20260531,"True","False","False","","All customers","","","Discount 15%","False","","","","ABC59130,ABC59131,ABC59137,ABC59138,ABC59139,ABC81600,ABC81601,ABC83712,BTL20490,BTL20491,BTL20493,BTL20494,BTL20510,BTL20511,BTL20516,BTL20517,BTL20547,CLU01107,CLU01706,CLU02706,CLU02792,CLU04030,CLU04034,CLU04072,CLU08120,CLU27920,CLU27926,CLU27995,CLU28003,CLU28004,CLU66297,CLU66298,CLU81200,ELO82300,ELO82301,ELO82302,ELO82303,ELO82304,ELO82305,ELO82306,ELO82307,ELO82316,ELO82321,ELO82322,ELO82323,ELO82325,ELO82326,ELO82327,JML02255,JML02256,JML02257,JML02258,JML02261,JML02262,JML02263,JML02265,JML02286,JML02287,JML02288,JML02289,JML02295,JML02296,JML02312,JML02315,JML02316,JML29041,JML29043,JML29070,JML29076,JML81015,JML81016,JML81017,JML81018,JML81019,JML81926,JML81927,JML81928,THA05036,THA05161,THA07003,THA07006,THA07007,THA07008,THA07023,THA07028,TWA00053,TWA00054,TWA00065,TWA00081,TWA00091,TWA00125,TWA00202,TWA00226,TWA00231,TWA00233,TWA00243,TWA00255,TWA00265,TWA00271,TWA00281,TWA00511,TWA00522,TWA00613,TWA00615","","False","","","","","",""
"39d7df3f-2f28-42fa-b59a-dbbac2e8b36a","Sale: Monthly_November 2025",20251103,20251130,"False","False","False","","All customers","","","Discount 50%","False","","","","ASH60447-10,ASH60448-10,ASH60449-10,ASH60450-10,ASH60451-10,ASH60452-10,ASH60453-10,ASH60454-10,ASH60463-10,ASH60464-10,ASH60465-10,ASH60466-10,ASH60467-10,ASH60468-10,ASH60469-10,ASH60470-10,ASH60471-10,ASH60472-10,ASH60473-10,ASH60474-10,ASH60475-10,ASH60476-10,ASH60477-10,ASH60478-10,ASH60479-10,ASH60480-10,ASH60481-10,ASH60482-10,ASH60483-10,ASH60484-10,ASH60485-10,ASH60486-10,ASH60487,ASH60487-10,ASH60488-10,ASH60490-10,ASH60491-10,ASH60492-10,ASH60493-10,ASH60494-10,ASH60503,ASH60503-10,ASH60504-10,ASH60505-10,ASH60506-10,ASH60507-10,ASH60508-10,ASH60509-10,ASH60510-10,ASH60511-10,ASH60512-10,ASH60513-10,ASH60514-10,ASH60515-10,ASH60516-10,ASH60517-10,ASH60518-10,ASSH60050-10,ASSH60052-10,ASSH60055-10,ASSH60056-10,ASSH60057-10,ASSH60058-10,ASSH60059-10,ASSH60082-10,ASSH60083-10,ASSH60084-10,ASSH60085-10,ASSH60086-10,ASSH60087-10,ASSH60088-10,ASSH60089-10,ASSH60090-10,ASSH60091-10,ASSH60092-10,ASSH60093-10,ASSH60094-10,ASSH60095-10,ASSH60096-10,ASSH60097-10,ASSH60122-10,ASSH60123-10,ASSH60124-10,ASSH60125-10,ASSH60126-10,ASSH60127-10,ASSH60443-10,ASSH60444-10,ASSH60445-10,ASSH60446-10,ASSH60521-10,ASSH60522-10,ASSH60523-10,ASSH60524-10,ASSH60525-10,ASSH60526-10,ASSH60527-10,ASSH60528-10,ASSH60529-10,ASSH60530-10,ASSH60551-10,ASSH60552-10,ASSH60553-10,ASSH60554-10,ASSH60555-10,ASSH60556-10,ASSH60557-10,ASSH60558-10,ASSH60559-10,ASSH60560-10,ASSH60591-10,ASSH60592-10,ASSH60593-10,ASSH60594-10,ASSH60595-10,ASSH60596-10,ASSH60597-10,ASSH60598-10,ASSH60599-10,ASSH60600-10","","False","","","","","",""
"39d7df3f-2f28-42fa-b59a-dbbac2e8b36a","Sale: Monthly_November 2025",20251103,20251130,"False","False","False","","All customers","","","Discount 20%","False","","","","ANN02495,ANN02752,ANN03392-12,ANN03395-12,ANN04054,ANN04070,ANN04072,ANN04227,ANN04233,ANN04234,ANN04235,ANN04236,ANN04237,ANN04239,ANN04240,ANN04241,ANN04244,ANN04245,ANN04247,ANN04254,ANN04256,ANN04257,ANN04261,ANN04263,ANN04267,ANN04270,ANN04271","","False","","","","","",""
"39d7df3f-2f28-42fa-b59a-dbbac2e8b36a","Sale: Monthly_November 2025",20251103,20251130,"False","False","False","","All customers","","","Discount 10%","False","CEYLINN,SKIN1004","","","AND01900,AND17300,AVA01443,AVA02303,AVA02612,AVA06176,BAB02108,BAB02435,BAB28026,BAB31872,BAB36470,BAB38165,BAB41157,BAB44822,BAB45376,BAB46531,HTO57014","","False","","","","","",""
"29bce095-5c1e-4385-b298-e56196183d14","Sale: Monthly_September_2026",20260901,20260930,"True","False","False","","All customers","","","Discount 30%","False","","","","BOR01041,BOR01043,BOR01044,BOR01047,BOR01051,BOR01060,BOR01068,BOR01069,BOR01072,BOR01076,BOR01077,BOR01078,BOR01079,BOR01081,BOR01084,BOR01102,BOR01110,BOR80038","","False","","","","","",""
"29bce095-5c1e-4385-b298-e56196183d14","Sale: Monthly_September_2026",20260901,20260930,"True","False","False","","All customers","","","Discount 15%","False","","","","AS93130,AS93131,AS93132,COC02040,COC02050,COC02060,COC02160,EBI03065,EBI03066,EBI03067,EBI03068,EBI03069,EBI03070,EBI03071,EBI03072,EBI03119,EBI03120,EBI03121,EBI03122,EBI03193,EBI03194,EBI03325,EBI03326,EBI03327,EBI03352,EBI03353,EBI03354,EBI03452,EBI03453,EBI03454,EBI03489,EBI03490,EBI03491,EBI03492,EBI03495,EBI03496,EBI03498,EBI03500,EBI03502,EBI03504,EBI03557,EBI03558,EBI03622,EBI03623,EBI03624,EBI03702,EBI03703,EBI03704,EBI03708,EBI03709,EBI03710,EBI03731,EBI03738,EBI03739,EBI03740,EBI03913,EBI03914,EBI03915,EBI03992,EBI03993,EBI03994,EBI68024,EBI68025,EBI68026,EBI68053,EBI68054,EBI68055,EBI68078,EBI68079,EBI68080,EBI68081,EBI68444,EBI68445,ELO82300,ELO82301,ELO82302,ELO82303,ELO82304,ELO82305,ELO82306,ELO82307,ELO82316,ELO82321,ELO82322,ELO82323,ELO82325,ELO82326,ELO82327,RESH00301,RESH00313,RESH00320,RESH00322,RESH00325,RESH00326,RESH00328,RESH00331,RESH00349,RESH00701,RESH00706,RESH00707,RESH00708,RESH00712,RESH00713,RESH00715,RESH00716,RESH00717,RESH00718,RESH00719,RESH00720,RESH00721,RESH00722,RESH00723,RESH00758,RESH00763,RESH00766,RESH00767,RESH00768,RESH00769,RESH00770,RESH00771,THA05036,THA05161,THA07003,THA07006,THA07007,THA07008,THA07023","","False","","","","","",""
"29bce095-5c1e-4385-b298-e56196183d14","Sale: Monthly_September_2026",20260901,20260930,"True","False","False","","All customers","","","Discount 25%","False","","","","AS91753,AS91755,AS91756,AS91757,AS91758,AS91759,AS91761,AS91766,AS91767,AS91769,AS91770,AS91772,AS91773,AS91774,AS91775,AS91776,AS92080,AS92081,AS92082,AS92084,AS92085,AS92086","","False","","","","","",""
"29bce095-5c1e-4385-b298-e56196183d14","Sale: Monthly_September_2026",20260901,20260930,"True","False","False","","All customers","","","Discount 20%","False","","","","AS91750,AS91751,AS91784,AS91785,AS91787,AS91788,AS91790,AS91791,AS92097,AS92098,AS92099,AS92100,AS92101,AS92102,AS92103,AS92104,AS92105,AS92106,AS92107,AS92108,AS92881,AS92882,AS93112,AS93114,AS93125,AS93126,AS93133,AS93134,AS93226,AS93227,AS93254,AS93255,AS93257,AS93258,AS93260,AS93261,AS93262,AS93263,COC01450,COC05400","","False","","","","","",""
"29bce095-5c1e-4385-b298-e56196183d14","Sale: Monthly_September_2026",20260901,20260930,"True","False","False","","All customers","","","Discount 10%","False","","","","ADA33500,ADA33501,ADA33502,ADA33504,ADA33506,ADA83704,ADA83705,ADA83718,ADA83721,ADA96502,ADA96513,ADA96514,ADA96516,ADA96522,ADA96539,ADA96542,ADA96544,ADA96545,ADA96546,ADA96552,ADA96560,ADA96561,ADA96562,ADA96563,ADA96564,COC01550,COC02075,COC02206,COC03300,COC03400,COC03500,COC03600,COC03700,COC03800,COC03900,COC04100,COC04150,COC04200,COC04800,COC09400,COC09420,COC09425,COC09450,COC09460,COC09475,COC09700,DEL10243,DEL10380,DEL10381,DEL10396,DEL11153,DEL11435,DEL11437,DEL11822,DEL11929,DEL12072,DEL12355,DEL12428,DEL12449,DEL12461,DEL12564,DEL12779,DEL12821,DEL45021,DEL45022,HTE11301,HTE11302,HTE11303,HTE11304,HTE11305,HTE11306,HTE11307,HTE11308,HTE11362,HTE11363,HTE11365,HTE11366,HTE11367,HTE11368,HTE11369,HTE11370,PAL01815,PAL02370,PAL02510,PAL02515,PAL02520,PAL03270,PAL03280,PAL03313,PAL03315,PAL03510,PAL04031,PAL04035,PAL04050,PAL04052,PAL04064,PAL04076,PAL04153,PAL04165,PAL04170,PAL04173,PAL04180,PAL04182,PAL04350,PAL04372,PAL06625","","False","","","","","",""
"3337d3ae-e4da-4595-8f7f-f61ab688e75f","Sale: Weekly Flash - ALL DAY GOT HOLD Flash Sale (Sep 10 ~ 23)",20260910,20260924,"True","False","False","","All customers","","","Discount 12%","False","","","","ADG13605,ADG13606,ADG13610,ADG13621,ADG68595,ADG68596","","False","","","","","",""
"eab2d73f-f465-4481-b8fe-6684862a0782","Sale: Weekly Flash - Kim & C Collection Flash Sale (Apr 09 ~ 22)",20260409,20260423,"True","False","False","","All customers","","","Discount 25%","False","","","","AS91750,AS91751,AS91753,AS91761,AS91766,AS91767,AS91769,AS91770,AS91772,AS91773,AS91774,AS91775,AS91776,AS92083,AS92087,AS92088,AS92089,AS92097,AS92098,AS92099,AS92100,AS92101,AS92102,AS92103,AS92104,AS92105,AS92106,AS92107,AS92108,AS93133,AS93134,AS93254,AS93255,AS93257,AS93258","","False","","","","","",""
"1b9e27c9-5265-44ea-9432-488ad820f9a4","Sale: Weekly Flash - Marske & Sportsman Flash Sale (July 30 ~ Aug 12)",20260730,20260813,"True","False","False","","All customers","","","Discount 15%","False","MARSKE,SPORTSMAN","","","","","False","","","","","",""
"7353eef8-12cd-4e3b-9fdd-107772e61304","Sale: Weekly Flash - RA Cosmetics (Sep 03 ~ 17))",20260903,20260917,"True","False","False","","All customers","","","Discount 10%","False","RA Cosmetics","","","","","False","","","","","",""
"09775bb3-0ffe-4d67-a6c5-b55bda0e2103","Sale: Weekly Flash - Rinju & Rubee Flash Sale (Aug 20 ~ Sep 02)",20260820,20260903,"True","False","False","","All customers","","","Discount 20%","False","","","","PLT01016,RIN01000,RIN01018,RUB82829","","False","","","","","",""
"4fa4f9a5-f79c-41d5-8506-cc3d3d444cc7","Sale: Weekly Flash -Eden Bodyworks Flash Sale (Sep 17 ~ 30)",20260917,20261001,"True","False","False","","All customers","","","Discount 30%","False","","","","EBW00370,EBW00371,EBW00374,EBW00400,EBW00401,EBW00402,EBW00403,EBW00404,EBW00405,EBW00406","","False","","","","","",""
"7041fdc4-1093-4e04-b193-38d35bf275a0","Surcharge Test 50%",,,"True","False","False","","Selected","Asung Employee - Tae Hun Shin","","Tariff Surcharge 50%","False","","","","TSK00019","","False","","","","","",""
